GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
1500000US080310040023,080310040023,"Block Group 3, Census Tract 40.02, Denver County, Colorado",747,134,364,90,31,29,34,25,19,18,5,9,8,13,6,11,0,12,21,21,0,12,6,10,43,29,19,16,18,20,53,38,28,28,0,12,28,28,8,12,7,12,20,21,0,12,0,12,10,15,383,68,38,25,24,22,31,27,31,24,0,12,0,12,0,12,0,12,5,8,14,15,35,29,20,16,54,33,26,26,46,31,11,15,26,26,0,12,12,19,0,12,0,12,0,12,10,15
1500000US080310040024,080310040024,"Block Group 4, Census Tract 40.02, Denver County, Colorado",1045,201,517,127,17,32,43,36,23,29,8,12,8,12,0,12,0,12,0,12,27,29,42,35,22,21,23,23,22,27,0,12,59,44,8,12,24,35,44,32,22,22,52,34,41,33,21,23,11,17,528,100,37,28,18,25,0,12,0,12,0,12,0,12,0,12,11,16,26,28,8,12,13,15,31,30,24,32,21,26,34,38,8,13,65,34,20,22,18,20,41,32,54,29,42,35,57,57
1500000US080310040031,080310040031,"Block Group 1, Census Tract 40.03, Denver County, Colorado",1621,452,839,235,47,49,0,12,46,59,26,31,0,12,0,12,4,7,12,14,37,29,33,31,111,69,139,100,103,101,68,61,42,36,59,52,17,14,0,12,23,22,0,12,0,12,64,69,8,14,782,268,32,50,34,44,51,51,8,13,0,12,0,12,0,12,33,34,62,58,146,91,48,40,106,89,12,15,80,55,15,18,93,80,12,14,16,17,0,12,8,14,9,15,8,14,9,13
1500000US080310040032,080310040032,"Block Group 2, Census Tract 40.03, Denver County, Colorado",994,184,464,107,19,33,9,15,24,26,0,12,5,7,0,12,11,17,0,12,30,26,87,63,77,44,34,32,28,22,28,22,25,23,23,24,25,20,0,12,25,22,0,12,8,13,6,10,0,12,530,115,39,35,17,26,6,10,0,12,0,12,0,12,0,12,0,12,60,50,76,43,125,50,7,11,15,19,11,14,45,37,12,19,16,18,18,21,14,17,16,17,25,22,9,14,19,23
1500000US080310040033,080310040033,"Block Group 3, Census Tract 40.03, Denver County, Colorado",943,197,450,121,53,53,9,14,30,29,9,15,0,12,0,12,0,12,0,12,15,18,53,51,32,29,34,31,66,57,40,33,7,10,40,29,9,15,0,12,0,12,7,11,10,15,36,29,0,12,493,103,0,12,22,27,9,15,22,24,0,12,0,12,0,12,0,12,8,13,93,61,31,48,10,16,44,37,13,17,51,32,19,22,9,16,32,30,9,14,25,23,77,58,9,14,10,15
1500000US080310040034,080310040034,"Block Group 4, Census Tract 40.03, Denver County, Colorado",777,197,357,98,23,26,7,10,16,21,0,12,0,12,0,12,0,12,6,9,31,22,29,32,18,29,85,65,16,19,25,20,13,14,0,12,26,21,19,20,6,11,12,16,16,18,9,14,0,12,420,116,42,71,5,8,25,29,0,12,0,12,0,12,0,12,5,9,16,19,37,35,38,32,54,50,12,14,28,25,23,17,30,23,33,24,9,14,7,11,5,9,17,19,5,8,29,25
1500000US080310040041,080310040041,"Block Group 1, Census Tract 40.04, Denver County, Colorado",1942,127,946,129,26,18,68,34,25,16,48,29,7,8,0,12,9,13,24,26,66,73,69,46,54,33,113,57,91,47,61,21,75,42,14,12,34,21,23,17,35,22,21,18,8,11,24,18,51,28,996,88,46,26,28,18,85,49,23,19,30,26,0,12,0,12,11,9,50,27,33,21,49,32,119,35,47,26,102,35,60,30,15,13,38,22,9,12,46,22,57,25,62,28,24,20,62,31
1500000US080310040051,080310040051,"Block Group 1, Census Tract 40.05, Denver County, Colorado",1604,244,847,190,18,23,31,27,17,18,0,12,11,18,0,12,19,31,40,39,209,107,108,82,38,34,75,57,26,24,42,27,89,55,10,15,9,14,0,12,23,26,33,25,12,15,7,11,30,23,757,141,25,29,0,12,49,43,61,49,0,12,0,12,23,30,43,46,108,66,45,39,41,35,42,37,22,21,10,14,38,28,0,12,57,35,0,12,17,20,22,19,36,32,0,12,118,43
1500000US080310040052,080310040052,"Block Group 2, Census Tract 40.05, Denver County, Colorado",1675,289,807,198,10,18,10,17,0,12,0,12,45,23,104,78,62,47,97,51,184,101,20,23,111,65,13,20,39,29,45,38,18,18,0,12,0,12,8,13,20,19,21,31,0,12,0,12,0,12,868,194,43,44,10,16,16,20,0,12,0,12,71,58,104,62,191,86,105,59,11,18,74,48,28,29,21,23,47,48,42,33,16,17,26,24,0,12,13,15,43,41,7,12,0,12,0,12
1500000US080310040061,080310040061,"Block Group 1, Census Tract 40.06, Denver County, Colorado",1170,212,674,167,32,33,15,17,12,19,34,33,0,12,46,74,13,21,0,12,31,49,69,45,93,81,55,59,25,27,67,55,61,47,16,20,0,12,13,21,23,26,8,14,18,26,15,23,28,23,496,111,6,10,24,22,19,18,7,12,6,11,0,12,0,12,0,12,48,61,35,28,68,57,16,19,17,22,50,41,82,56,21,18,0,12,13,21,15,22,22,25,32,34,7,12,8,13
1500000US080310040062,080310040062,"Block Group 2, Census Tract 40.06, Denver County, Colorado",1521,355,606,149,26,21,19,21,11,19,0,12,29,22,27,21,25,27,66,70,21,25,55,59,23,23,40,32,42,47,29,34,34,36,9,16,52,54,0,12,39,59,11,18,23,28,12,20,13,19,915,284,9,15,11,18,38,33,0,12,106,47,100,72,66,86,205,134,64,50,53,65,50,33,8,12,37,43,12,19,46,42,17,27,43,53,0,12,0,12,28,30,22,18,0,12,0,12
1500000US080310040063,080310040063,"Block Group 3, Census Tract 40.06, Denver County, Colorado",1179,275,565,147,15,18,78,52,58,54,49,75,0,12,0,12,0,12,12,20,0,12,67,56,45,37,44,34,45,33,47,55,42,38,12,19,19,24,7,12,10,16,7,13,0,12,8,13,0,12,614,180,8,14,107,65,14,22,21,25,0,12,0,12,59,92,0,12,58,53,16,27,59,41,67,69,87,67,13,22,20,24,11,19,36,30,0,12,0,12,16,20,0,12,0,12,22,20
1500000US080310040064,080310040064,"Block Group 4, Census Tract 40.06, Denver County, Colorado",950,311,476,159,45,51,7,12,85,66,10,16,19,19,0,12,0,12,49,77,0,12,25,43,10,13,49,28,42,48,54,56,13,20,16,25,12,20,4,7,0,12,9,16,27,28,0,12,0,12,474,193,4,7,69,47,29,44,37,53,30,44,0,12,0,12,0,12,0,12,29,48,29,26,67,45,51,59,29,25,22,27,0,12,0,12,4,7,13,20,25,26,27,28,9,14,0,12
1500000US080310041011,080310041011,"Block Group 1, Census Tract 41.01, Denver County, Colorado",2294,496,1100,268,123,76,77,58,83,62,44,39,24,27,6,11,12,19,46,35,73,34,147,88,205,114,84,56,45,42,40,34,34,32,16,20,12,19,9,15,0,12,20,23,0,12,0,12,0,12,1194,279,91,63,86,67,110,86,68,49,22,25,0,12,26,31,16,24,59,54,138,66,140,77,147,108,24,24,18,20,95,52,42,46,54,54,13,20,0,12,14,21,0,12,22,31,9,15
1500000US080310041012,080310041012,"Block Group 2, Census Tract 41.01, Denver County, Colorado",1217,415,439,185,47,52,20,32,51,46,0,12,0,12,0,12,13,20,11,17,32,39,7,11,8,11,73,58,13,20,21,25,0,12,9,14,12,19,14,22,11,18,44,57,24,36,9,15,20,32,778,273,45,51,52,51,54,48,42,68,18,28,0,12,0,12,15,24,72,81,51,54,54,44,6,10,41,48,42,48,21,31,15,23,75,61,35,42,55,44,9,14,44,54,11,20,21,29
1500000US080310041013,080310041013,"Block Group 3, Census Tract 41.01, Denver County, Colorado",1092,258,541,157,6,8,77,59,25,44,35,33,66,73,0,12,0,12,0,12,20,24,77,65,82,64,67,42,15,23,15,23,12,19,0,12,13,20,11,19,0,12,0,12,0,12,9,13,11,17,551,173,47,53,33,39,22,36,0,12,21,24,0,12,0,12,42,49,39,31,31,33,86,74,34,38,0,12,24,37,54,48,17,28,13,21,10,16,10,15,12,19,0,12,12,21,44,50
1500000US080310041021,080310041021,"Block Group 1, Census Tract 41.02, Denver County, Colorado",1541,423,769,315,0,12,0,12,0,12,83,90,61,49,0,12,8,18,53,49,98,65,69,52,119,86,50,62,31,34,44,44,93,96,4,8,0,12,11,24,21,50,8,12,16,18,0,12,0,12,772,205,58,56,35,40,43,40,41,34,0,12,0,12,0,12,27,35,98,71,71,60,38,35,78,51,78,67,18,24,37,34,14,18,0,12,12,18,8,15,64,46,29,26,0,12,23,35
1500000US080310041022,080310041022,"Block Group 2, Census Tract 41.02, Denver County, Colorado",1161,433,609,244,70,58,67,56,85,81,7,11,12,18,10,16,29,47,37,49,59,66,6,12,32,25,37,41,35,42,14,20,42,53,36,44,0,12,17,20,0,12,0,12,4,8,0,12,10,15,552,212,17,27,61,55,8,13,22,34,18,28,15,24,0,12,0,12,68,65,53,49,76,65,58,60,39,35,7,12,0,12,0,12,72,62,0,12,3,8,0,12,9,13,0,12,26,24
1500000US080310041023,080310041023,"Block Group 3, Census Tract 41.02, Denver County, Colorado",1003,318,561,206,112,85,7,11,42,36,11,18,23,27,30,28,9,14,17,27,25,30,21,18,25,30,49,43,59,51,13,20,15,20,0,12,16,24,0,12,35,30,0,12,32,26,12,18,8,13,442,147,16,24,32,40,12,20,8,14,0,12,0,12,13,22,39,44,23,28,22,20,18,20,52,43,43,48,26,30,48,32,0,12,13,20,8,12,26,29,0,12,28,26,5,10,10,16
1500000US080310041024,080310041024,"Block Group 4, Census Tract 41.02, Denver County, Colorado",1361,563,681,282,162,122,93,88,65,87,10,16,12,22,7,12,0,12,0,12,50,50,65,44,34,33,7,13,40,42,30,26,46,36,9,17,19,23,0,12,0,12,25,23,7,12,0,12,0,12,680,311,29,45,57,63,77,96,31,46,0,12,0,12,0,12,0,12,93,62,18,28,88,105,0,12,56,48,62,45,42,39,0,12,23,28,6,11,10,15,24,22,8,14,21,23,35,40
1500000US080310041031,080310041031,"Block Group 1, Census Tract 41.03, Denver County, Colorado",773,270,437,223,41,51,41,36,0,12,11,17,0,12,0,12,0,12,39,57,17,27,27,29,44,43,69,83,42,51,39,59,0,12,10,19,0,12,0,12,13,21,15,24,0,12,13,21,16,26,336,134,30,46,19,25,26,28,0,12,0,12,0,12,29,45,12,19,0,12,43,51,32,35,27,29,0,12,19,31,26,43,0,12,24,30,0,12,0,12,17,35,15,24,17,29,0,12
1500000US080310041032,080310041032,"Block Group 2, Census Tract 41.03, Denver County, Colorado",908,234,432,112,38,46,31,26,15,23,0,12,11,17,0,12,0,12,16,26,54,63,42,41,45,39,16,26,0,12,10,15,59,55,50,46,0,12,0,12,0,12,0,12,45,59,0,12,0,12,476,146,67,54,54,49,15,23,0,12,0,12,0,12,0,12,0,12,18,27,56,49,50,45,17,26,37,58,16,25,0,12,0,12,26,38,0,12,59,48,0,12,61,66,0,12,0,12
1500000US080310041033,080310041033,"Block Group 3, Census Tract 41.03, Denver County, Colorado",1163,241,538,192,67,60,115,83,23,27,0,12,0,12,0,12,0,12,0,12,0,12,12,18,38,36,53,37,109,84,14,22,12,19,9,15,34,57,0,12,29,38,0,12,23,36,0,12,0,12,625,172,37,48,43,39,21,25,38,37,0,12,0,12,0,12,30,54,0,12,45,44,113,78,24,29,92,96,19,31,25,33,0,12,25,32,0,12,34,38,62,53,0,12,17,28,0,12
1500000US080310041034,080310041034,"Block Group 4, Census Tract 41.03, Denver County, Colorado",949,197,435,105,0,12,22,25,70,52,18,34,9,15,0,12,0,12,0,12,0,12,49,40,31,35,38,27,90,60,36,34,0,12,47,37,0,12,11,19,0,12,14,23,0,12,0,12,0,12,514,147,49,49,64,67,10,18,26,29,0,12,0,12,0,12,0,12,17,26,52,41,0,12,111,58,32,30,96,92,12,20,13,22,0,12,17,26,0,12,15,24,0,12,0,12,0,12
1500000US080310041035,080310041035,"Block Group 5, Census Tract 41.03, Denver County, Colorado",847,263,365,145,26,31,51,60,0,12,0,12,13,19,0,12,0,12,25,43,18,27,56,45,14,23,0,12,43,46,0,12,38,47,0,12,0,12,0,12,0,12,81,70,0,12,0,12,0,12,482,139,28,47,0,12,11,18,0,12,14,23,0,12,0,12,0,12,20,29,96,63,0,12,10,17,32,35,53,42,43,53,20,35,0,12,0,12,14,23,55,63,47,61,39,64,0,12
1500000US080310041036,080310041036,"Block Group 6, Census Tract 41.03, Denver County, Colorado",845,288,491,187,44,65,0,12,44,50,29,45,0,12,0,12,0,12,0,12,0,12,132,74,56,63,42,39,0,12,47,58,12,19,0,12,32,52,43,60,0,12,0,12,0,12,0,12,10,19,354,135,61,71,26,22,0,12,10,19,0,12,0,12,0,12,0,12,19,33,84,84,50,38,15,24,14,24,31,49,14,25,0,12,0,12,0,12,19,30,0,12,0,12,11,21,0,12
1500000US080310041041,080310041041,"Block Group 1, Census Tract 41.04, Denver County, Colorado",1124,306,543,158,0,12,7,11,52,59,9,16,0,12,0,12,0,12,48,64,93,88,19,22,67,68,34,25,111,87,8,12,22,24,10,16,0,12,0,12,10,15,53,75,0,12,0,12,0,12,581,199,99,75,51,63,17,20,0,12,0,12,0,12,0,12,0,12,55,68,27,30,99,74,80,79,58,62,21,24,13,19,0,12,19,30,9,15,12,17,11,17,10,16,0,12,0,12
1500000US080310041042,080310041042,"Block Group 2, Census Tract 41.04, Denver County, Colorado",857,173,376,137,51,65,0,12,0,12,10,15,14,28,0,12,0,12,17,20,129,107,41,33,18,21,0,12,24,19,0,12,0,12,7,13,0,12,0,12,8,14,32,50,9,14,16,19,0,12,481,125,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,17,19,214,113,59,57,27,30,17,20,14,20,10,17,0,12,0,12,0,12,42,51,31,28,19,22,8,13,14,22
1500000US080310041043,080310041043,"Block Group 3, Census Tract 41.04, Denver County, Colorado",914,326,453,161,28,28,29,46,20,27,8,12,0,12,0,12,0,12,0,12,46,51,49,45,116,92,25,27,57,58,34,23,13,26,0,12,0,12,13,20,0,12,0,12,0,12,9,14,6,11,461,190,27,23,55,59,48,61,46,58,6,10,0,12,12,18,0,12,7,12,39,32,19,23,49,49,29,30,23,28,10,15,52,65,16,26,9,14,8,12,0,12,0,12,6,11,0,12
1500000US080310041044,080310041044,"Block Group 4, Census Tract 41.04, Denver County, Colorado",488,211,244,113,0,12,42,40,4,7,4,7,0,12,0,12,0,12,0,12,29,41,0,12,5,10,63,38,49,47,4,11,12,14,7,11,0,12,0,12,18,22,5,9,0,12,0,12,2,8,244,105,5,10,9,14,21,28,5,8,0,12,0,12,0,12,2,7,26,35,5,10,21,23,47,32,18,17,4,11,19,17,10,15,11,16,6,9,5,9,0,12,8,13,3,8,19,34
1500000US080310041045,080310041045,"Block Group 5, Census Tract 41.04, Denver County, Colorado",800,256,462,189,100,97,0,12,0,12,0,12,0,12,0,12,11,19,0,12,48,42,69,45,99,84,9,17,71,45,12,17,15,19,6,11,8,13,0,12,8,12,6,11,0,12,0,12,0,12,338,104,10,15,35,43,9,14,7,12,0,12,0,12,0,12,0,12,18,20,89,63,41,31,7,12,28,26,11,17,10,16,7,11,0,12,0,12,17,19,25,23,9,15,0,12,15,23
1500000US080310041046,080310041046,"Block Group 6, Census Tract 41.04, Denver County, Colorado",683,236,365,162,40,42,0,12,33,36,0,12,20,31,0,12,7,13,11,17,11,18,43,52,12,20,18,19,40,43,0,12,51,48,0,12,9,14,34,54,0,12,8,13,10,14,0,12,18,26,318,120,0,12,0,12,12,18,0,12,12,21,0,12,0,12,0,12,41,52,0,12,20,24,14,23,39,36,10,16,11,18,12,20,48,53,0,12,27,29,10,16,31,29,31,33,0,12
1500000US080310041061,080310041061,"Block Group 1, Census Tract 41.06, Denver County, Colorado",12640,624,6029,434,837,161,802,146,507,163,122,69,8,15,0,19,0,19,37,37,232,140,469,154,882,186,857,148,473,110,288,96,260,103,0,19,22,25,56,43,31,26,109,67,9,15,18,20,10,21,6611,589,517,123,559,144,461,141,55,45,18,27,0,19,16,27,70,50,483,134,812,256,1106,187,823,193,664,136,208,76,196,118,72,72,212,108,58,49,53,48,135,68,60,54,0,19,33,49
1500000US080310041071,080310041071,"Block Group 1, Census Tract 41.07, Denver County, Colorado",9123,417,4474,307,521,125,599,121,297,106,89,49,16,19,0,17,0,17,100,76,150,82,568,144,644,129,373,107,391,93,214,82,113,73,60,43,141,72,19,21,26,27,86,51,67,53,0,17,0,17,4649,329,658,147,323,121,269,111,44,30,10,15,7,12,14,23,38,30,287,113,531,121,616,126,538,124,376,93,172,80,157,84,47,43,79,45,114,59,58,40,88,61,78,47,89,77,56,44
1500000US080310042011,080310042011,"Block Group 1, Census Tract 42.01, Denver County, Colorado",1204,261,628,166,65,46,145,91,41,27,0,12,8,12,0,12,0,12,9,15,0,12,0,12,91,57,50,33,53,42,49,31,29,28,0,12,70,33,8,12,0,12,10,15,0,12,0,12,0,12,576,119,78,59,40,32,43,32,23,24,0,12,0,12,0,12,0,12,0,12,50,44,55,48,73,40,36,34,22,24,21,23,40,30,20,23,41,29,0,12,20,21,0,12,0,12,14,22
1500000US080310042012,080310042012,"Block Group 2, Census Tract 42.01, Denver County, Colorado",680,160,266,69,0,12,8,13,14,23,8,12,0,12,0,12,0,12,0,12,0,12,15,19,9,15,37,44,26,24,35,26,53,35,0,12,0,12,18,20,24,20,9,14,10,15,0,12,0,12,414,106,28,43,32,31,26,24,6,10,11,15,0,12,0,12,9,11,16,17,16,21,0,12,64,50,31,27,9,14,33,22,8,15,19,19,12,18,76,58,8,14,0,12,10,15,0,12
1500000US080310042013,080310042013,"Block Group 3, Census Tract 42.01, Denver County, Colorado",708,178,283,92,27,26,0,12,29,50,10,16,0,12,6,9,7,12,7,12,20,18,17,21,43,32,14,22,12,19,34,30,18,21,0,12,0,12,8,13,10,14,15,17,0,12,0,12,6,10,425,116,9,14,9,15,24,27,11,17,6,10,0,12,0,12,25,29,18,20,97,57,28,25,9,15,31,29,42,35,0,12,21,23,0,12,18,27,20,21,44,31,0,12,13,16,0,12
1500000US080310042014,080310042014,"Block Group 4, Census Tract 42.01, Denver County, Colorado",869,205,450,150,49,34,28,32,10,15,15,23,0,12,0,12,0,12,0,12,0,12,61,51,49,42,103,86,24,26,19,21,36,38,0,12,28,25,0,12,28,43,0,12,0,12,0,12,0,12,419,128,43,56,32,27,0,12,20,20,0,12,0,12,0,12,0,12,15,18,58,47,58,49,19,22,26,39,35,27,42,52,11,17,9,14,8,13,10,15,10,15,14,21,0,12,9,14
1500000US080310042015,080310042015,"Block Group 5, Census Tract 42.01, Denver County, Colorado",761,144,375,76,21,22,8,13,57,51,8,12,0,12,0,12,0,12,15,16,0,12,21,23,9,14,27,23,67,39,28,24,30,33,0,12,9,14,23,24,35,27,17,18,0,12,0,12,0,12,386,85,37,33,22,25,43,29,10,15,8,13,8,12,0,12,0,12,0,12,21,23,27,23,43,36,23,24,50,35,28,32,21,23,19,15,8,14,0,12,8,14,0,12,0,12,10,16
1500000US080310042016,080310042016,"Block Group 6, Census Tract 42.01, Denver County, Colorado",644,120,341,81,15,17,27,33,39,32,18,17,1,4,5,8,0,12,0,12,6,9,20,20,0,12,18,22,31,22,20,16,40,25,0,12,29,25,30,28,24,23,10,16,8,12,0,12,0,12,303,61,0,12,7,11,24,19,18,20,0,12,0,12,0,12,6,10,14,15,15,17,8,12,8,12,39,28,25,19,7,11,29,26,34,24,10,16,17,16,25,21,8,12,0,12,9,14
1500000US080310042021,080310042021,"Block Group 1, Census Tract 42.02, Denver County, Colorado",808,370,406,231,45,42,22,33,0,12,0,12,0,12,0,12,0,12,9,13,118,158,23,26,72,47,0,12,0,12,13,20,74,69,0,12,13,19,0,12,0,12,9,16,0,12,0,12,8,14,402,154,36,41,48,39,0,12,11,17,0,12,0,12,25,39,39,61,24,27,72,48,9,15,0,12,32,51,11,17,11,17,31,31,0,12,33,29,10,16,0,12,0,12,0,12,10,15
1500000US080310042022,080310042022,"Block Group 2, Census Tract 42.02, Denver County, Colorado",807,178,409,115,70,48,22,28,0,12,8,12,0,12,0,12,0,12,0,12,13,20,15,17,82,63,8,14,11,16,23,22,9,15,38,25,20,22,0,12,63,53,18,19,0,12,0,12,9,15,398,92,50,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,38,43,32,17,18,26,25,17,20,14,16,49,33,40,51,20,22,10,16,39,25,39,31,0,12,0,12,0,12
1500000US080310042023,080310042023,"Block Group 3, Census Tract 42.02, Denver County, Colorado",1775,221,790,118,76,44,22,20,34,27,6,7,132,72,50,35,12,16,16,17,45,39,102,49,29,24,52,31,0,12,50,35,42,32,10,15,8,13,40,30,30,25,24,39,10,16,0,12,0,12,985,171,24,31,43,35,16,17,3,4,197,88,43,25,39,31,64,52,77,69,128,52,0,12,30,23,41,30,10,15,61,36,42,31,59,42,21,24,10,15,51,41,10,16,0,12,16,25
1500000US080310042024,080310042024,"Block Group 4, Census Tract 42.02, Denver County, Colorado",505,119,248,78,0,12,38,27,13,15,0,12,7,11,0,12,0,12,6,9,9,13,10,16,10,15,34,26,19,21,26,25,19,15,0,12,0,12,0,12,30,27,10,15,0,12,0,12,17,26,257,69,8,14,20,18,9,13,0,12,0,12,0,12,0,12,6,10,24,26,0,12,22,24,44,31,25,23,27,22,32,51,10,15,0,12,0,12,20,23,10,16,0,12,0,12,0,12
1500000US080310042025,080310042025,"Block Group 5, Census Tract 42.02, Denver County, Colorado",730,121,344,75,18,19,17,18,16,14,11,14,11,17,8,13,0,12,0,12,0,12,7,11,0,12,36,26,28,30,15,16,30,29,0,12,20,22,41,34,17,19,40,32,19,22,10,15,0,12,386,72,23,22,25,26,30,21,6,12,6,8,0,12,0,12,8,11,0,12,18,20,11,16,22,21,23,19,22,19,37,37,0,12,20,23,0,12,21,22,72,40,31,27,11,16,0,12
1500000US080310043011,080310043011,"Block Group 1, Census Tract 43.01, Denver County, Colorado",1399,251,696,170,28,32,0,12,15,19,7,13,0,12,0,12,0,12,10,19,99,90,106,95,32,36,154,96,22,26,90,70,31,35,0,12,12,20,12,22,6,13,0,12,20,31,43,66,9,15,703,167,53,35,45,46,24,25,0,12,0,12,0,12,0,12,13,20,28,39,117,91,113,84,65,64,36,34,106,77,8,15,0,12,5,12,58,59,0,12,0,12,21,20,11,17,0,12
1500000US080310043012,080310043012,"Block Group 2, Census Tract 43.01, Denver County, Colorado",908,239,470,157,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,35,62,81,106,79,0,12,69,93,0,12,56,83,19,29,12,20,58,54,26,30,0,12,18,29,8,21,0,12,438,184,22,25,12,21,0,12,0,12,0,12,25,42,0,12,54,72,100,108,141,105,54,47,0,12,0,12,12,20,6,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,0,12
1500000US080310043013,080310043013,"Block Group 3, Census Tract 43.01, Denver County, Colorado",1093,240,480,157,47,43,9,15,8,15,0,12,0,12,0,12,0,12,0,12,17,28,65,68,99,68,20,35,31,37,65,55,64,45,35,60,10,17,0,12,0,12,10,16,0,12,0,12,0,12,613,182,27,30,50,63,11,21,0,12,0,12,0,12,0,12,0,12,193,144,33,39,83,73,34,42,33,37,33,36,38,31,0,12,16,25,23,26,0,12,26,30,0,12,13,21,0,12
1500000US080310043014,080310043014,"Block Group 4, Census Tract 43.01, Denver County, Colorado",1251,262,638,170,75,73,0,12,16,29,10,17,0,12,0,12,0,12,41,48,48,39,132,85,14,22,45,44,0,12,19,32,95,63,19,29,0,12,0,12,0,12,88,85,0,12,36,56,0,12,613,158,0,12,54,62,0,12,0,12,0,12,0,12,8,12,34,48,143,84,67,65,68,57,42,47,111,83,27,32,8,15,0,12,8,13,0,12,0,12,0,12,16,28,27,57,0,12
1500000US080310043021,080310043021,"Block Group 1, Census Tract 43.02, Denver County, Colorado",728,125,383,96,38,30,17,19,0,12,0,12,0,12,0,12,29,41,0,12,0,12,56,32,45,40,40,35,75,49,36,33,13,20,10,15,24,27,0,12,0,12,0,12,0,12,0,12,0,12,345,74,16,19,10,16,5,8,0,12,0,12,0,12,0,12,12,20,12,17,77,37,19,21,31,28,34,34,34,36,25,28,0,12,44,35,11,16,0,12,6,10,9,13,0,12,0,12
1500000US080310043022,080310043022,"Block Group 2, Census Tract 43.02, Denver County, Colorado",921,163,361,79,0,12,55,54,17,23,11,18,0,12,0,12,0,12,7,11,26,29,53,39,12,18,53,40,13,21,30,33,23,24,12,17,0,12,13,20,8,13,15,22,13,15,0,12,0,12,560,113,51,47,35,48,49,40,18,27,0,12,0,12,0,12,0,12,47,38,13,16,85,66,34,36,51,39,20,24,28,27,22,25,11,17,0,12,17,17,31,24,5,8,16,20,27,22
1500000US080310043023,080310043023,"Block Group 3, Census Tract 43.02, Denver County, Colorado",760,183,357,136,0,12,30,45,23,37,0,12,8,19,0,12,0,12,0,12,55,41,59,55,21,20,54,70,43,48,8,16,0,12,0,12,16,20,0,12,4,7,29,27,3,8,4,7,0,12,403,95,14,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,43,42,53,33,31,26,30,10,15,31,33,0,12,0,12,50,44,24,27,28,24,23,21,0,12,4,7,37,48
1500000US080310043031,080310043031,"Block Group 1, Census Tract 43.03, Denver County, Colorado",1457,278,682,140,67,38,43,40,54,43,33,40,7,12,0,12,18,28,18,22,0,12,52,40,78,54,34,25,87,48,36,31,14,16,10,18,6,11,45,31,9,14,61,51,0,12,10,15,0,12,775,181,124,79,54,44,46,31,15,15,6,9,38,58,0,12,13,20,45,40,31,41,53,34,45,36,111,55,27,32,39,31,22,24,21,24,19,20,9,16,10,15,8,14,18,20,21,23
1500000US080310043032,080310043032,"Block Group 2, Census Tract 43.03, Denver County, Colorado",1143,192,442,74,0,12,26,23,25,23,0,12,0,12,17,23,0,12,0,12,0,12,24,23,10,15,8,12,39,30,42,38,55,32,45,29,33,24,29,25,8,16,45,31,9,14,8,13,19,19,701,164,36,34,56,53,64,57,33,30,0,12,0,12,0,12,0,12,0,12,52,31,0,12,53,50,38,29,63,38,28,25,36,29,72,36,40,61,40,31,19,21,17,19,9,14,45,46
1500000US080310043033,080310043033,"Block Group 3, Census Tract 43.03, Denver County, Colorado",483,117,229,65,11,18,17,19,13,14,9,13,0,12,0,12,0,12,0,12,0,12,13,20,9,13,25,23,18,21,0,12,18,20,18,24,23,19,23,25,23,23,0,12,0,12,0,12,9,15,254,70,38,32,10,15,23,20,0,12,0,12,0,12,0,12,0,12,0,12,12,18,9,14,16,18,26,25,6,10,45,31,8,14,0,12,0,12,13,17,10,16,0,12,9,14,29,29
